trial_id,task,raw_reward,error_type,classification,review_path,screen_flags,adjusted_reward,trial_url
4907b8c7-b829-48ae-8fe5-e553516a0d56,break-filter-js-from-html,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/4907b8c7-b829-48ae-8fe5-e553516a0d56
66c06471-5ead-4e36-a4b6-99e92fa1a97d,break-filter-js-from-html,1,,clean,candidate_manual_review,external_fetch;hidden_paths;solution_keys;test_tamper,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/66c06471-5ead-4e36-a4b6-99e92fa1a97d
a30b52b3-45d3-4f38-848e-7d8dec149f9c,break-filter-js-from-html,1,,clean,candidate_manual_review,external_fetch;hidden_paths;solution_keys;test_tamper,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/a30b52b3-45d3-4f38-848e-7d8dec149f9c
f01f9db6-57c4-4584-810f-ad4254661a89,break-filter-js-from-html,1,,clean,candidate_manual_review,external_fetch;hidden_paths;solution_keys;test_tamper;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/f01f9db6-57c4-4584-810f-ad4254661a89
2edfef13-b50e-4482-8cfc-abcbc7318c13,build-cython-ext,1,,clean,candidate_manual_review,external_fetch;git_forensics,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/2edfef13-b50e-4482-8cfc-abcbc7318c13
36821924-dc03-4c6a-a082-631366858296,build-cython-ext,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/36821924-dc03-4c6a-a082-631366858296
4e354877-3606-4dc3-a59e-a18502530e68,build-cython-ext,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/4e354877-3606-4dc3-a59e-a18502530e68
93c44ee9-1a3f-476c-8c34-d1309f525dad,build-cython-ext,1,,clean,candidate_manual_review,external_fetch;git_forensics;test_tamper,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/93c44ee9-1a3f-476c-8c34-d1309f525dad
c79c39cf-90b3-4226-bf5c-8efbd9bd6032,build-cython-ext,1,,clean,candidate_manual_review,external_fetch;git_forensics;test_tamper,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/c79c39cf-90b3-4226-bf5c-8efbd9bd6032
22ca97ec-7e8d-435e-b486-b66d5dc567d7,build-pmars,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/22ca97ec-7e8d-435e-b486-b66d5dc567d7
23e2f236-eda8-4256-b5ae-cf8a30614c47,build-pmars,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/23e2f236-eda8-4256-b5ae-cf8a30614c47
4e014217-dbc7-4ec0-93b0-8bfbb3ead674,build-pmars,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/4e014217-dbc7-4ec0-93b0-8bfbb3ead674
67ab5681-4fe7-43b7-b597-ef78280cfd19,build-pmars,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/67ab5681-4fe7-43b7-b597-ef78280cfd19
854135b4-d2e3-418e-a7e5-eb6ac081874d,build-pmars,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/854135b4-d2e3-418e-a7e5-eb6ac081874d
11d89976-1632-4076-a93d-12a1a55ad71c,build-pov-ray,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/11d89976-1632-4076-a93d-12a1a55ad71c
65040c53-6899-40e8-8195-ce3c7fcea186,build-pov-ray,1,,clean,candidate_manual_review,external_fetch;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/65040c53-6899-40e8-8195-ce3c7fcea186
72b1b8c4-2ee0-4386-9425-29d365522e1f,build-pov-ray,1,,clean,candidate_manual_review,external_fetch;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/72b1b8c4-2ee0-4386-9425-29d365522e1f
b0514b9c-b6a5-4228-8582-6fdb0e91658b,build-pov-ray,1,,clean,candidate_manual_review,external_fetch;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/b0514b9c-b6a5-4228-8582-6fdb0e91658b
c7e3fd41-a16e-4991-bfe9-3657800a8c86,build-pov-ray,1,,clean,candidate_manual_review,external_fetch;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/c7e3fd41-a16e-4991-bfe9-3657800a8c86
2335c7c1-1652-4758-a62a-64edd6c0b8a3,caffe-cifar-10,1,,clean,candidate_manual_review,external_fetch;git_forensics;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/2335c7c1-1652-4758-a62a-64edd6c0b8a3
2876e7ea-9437-4506-a9db-d34a51d00c22,caffe-cifar-10,1,,clean,candidate_manual_review,external_fetch;test_tamper;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/2876e7ea-9437-4506-a9db-d34a51d00c22
5ee3275c-4bd1-4e99-9ab5-28b12f233fd4,caffe-cifar-10,1,,clean,candidate_manual_review,external_fetch;git_forensics;test_tamper,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/5ee3275c-4bd1-4e99-9ab5-28b12f233fd4
7a012452-d5bc-47cc-bfbb-86d53069ceba,caffe-cifar-10,1,,clean,candidate_manual_review,external_fetch;git_forensics;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/7a012452-d5bc-47cc-bfbb-86d53069ceba
99073c84-5227-4038-85fd-24ed18d63b0d,caffe-cifar-10,1,,clean,candidate_manual_review,external_fetch;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/99073c84-5227-4038-85fd-24ed18d63b0d
62318ed2-cff0-40aa-a490-d06b5e10a111,cancel-async-tasks,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/62318ed2-cff0-40aa-a490-d06b5e10a111
902f94d3-b1aa-4ff1-bb04-083309a5387d,cancel-async-tasks,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/902f94d3-b1aa-4ff1-bb04-083309a5387d
a95e818f-b259-403c-b674-7fe51da99cd9,cancel-async-tasks,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/a95e818f-b259-403c-b674-7fe51da99cd9
ced5306a-6a43-42a4-a4e7-0d38542f6a69,cancel-async-tasks,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/ced5306a-6a43-42a4-a4e7-0d38542f6a69
e3ef8468-13af-4dbb-997f-76ba8a90bf77,cancel-async-tasks,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/e3ef8468-13af-4dbb-997f-76ba8a90bf77
0cd545ad-5be7-4c42-ab7d-5c68bb747e3b,chess-best-move,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/0cd545ad-5be7-4c42-ab7d-5c68bb747e3b
3fe7069b-6243-4a86-8a4c-bb06888cbedf,chess-best-move,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/3fe7069b-6243-4a86-8a4c-bb06888cbedf
43ba2433-af7a-4e50-b7f2-e2120eb972a8,chess-best-move,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/43ba2433-af7a-4e50-b7f2-e2120eb972a8
6f960249-4bcd-498c-bf01-aa41a655208b,chess-best-move,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/6f960249-4bcd-498c-bf01-aa41a655208b
a93bb033-04bb-4baa-b69d-b1b146e36aff,chess-best-move,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/a93bb033-04bb-4baa-b69d-b1b146e36aff
18703515-6d11-48a7-8d23-fb6a5d04503b,circuit-fibsqrt,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/18703515-6d11-48a7-8d23-fb6a5d04503b
18e2007c-e9b3-409f-821f-4608d2054dea,circuit-fibsqrt,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/18e2007c-e9b3-409f-821f-4608d2054dea
36854910-6b9e-4bdf-b9ae-d58ae3e306fd,circuit-fibsqrt,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/36854910-6b9e-4bdf-b9ae-d58ae3e306fd
5547482b-7d73-493b-a886-9c10d98d6e90,circuit-fibsqrt,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/5547482b-7d73-493b-a886-9c10d98d6e90
b60c917a-9b66-4a80-b10a-1cf465d3b297,circuit-fibsqrt,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/b60c917a-9b66-4a80-b10a-1cf465d3b297
34ec6045-942e-40ca-87c5-8430aad6356f,cobol-modernization,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/34ec6045-942e-40ca-87c5-8430aad6356f
5d5de080-afa7-454e-a237-9daa96343821,cobol-modernization,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/5d5de080-afa7-454e-a237-9daa96343821
8f311d47-1538-4b01-bd14-aabb9abe988c,cobol-modernization,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/8f311d47-1538-4b01-bd14-aabb9abe988c
c83b8916-652f-4cf4-a209-1cf74e78f744,cobol-modernization,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/c83b8916-652f-4cf4-a209-1cf74e78f744
f1a917ec-301b-486b-a853-2d220281a7bd,cobol-modernization,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/f1a917ec-301b-486b-a853-2d220281a7bd
09561b89-5f4f-4d2f-9146-a6f84b5489c5,code-from-image,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/09561b89-5f4f-4d2f-9146-a6f84b5489c5
279f7d98-ebd9-4d3d-af6c-4b76bafefb59,code-from-image,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/279f7d98-ebd9-4d3d-af6c-4b76bafefb59
a086b200-1da2-4a4a-9e31-c79ea0973ffb,code-from-image,1,,clean,candidate_manual_review,web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/a086b200-1da2-4a4a-9e31-c79ea0973ffb
ae61e62a-bf5a-436f-af34-db6e08a8207e,code-from-image,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/ae61e62a-bf5a-436f-af34-db6e08a8207e
ea153bce-f7a0-4207-a5a0-e4dee5575202,code-from-image,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/ea153bce-f7a0-4207-a5a0-e4dee5575202
191c3159-23f6-4cf7-b991-9a4313804090,compile-compcert,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/191c3159-23f6-4cf7-b991-9a4313804090
26575d8f-87c5-482f-9190-cf8b7bad1ae2,compile-compcert,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/26575d8f-87c5-482f-9190-cf8b7bad1ae2
b201ff23-e686-491a-962c-b61976e3e826,compile-compcert,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/b201ff23-e686-491a-962c-b61976e3e826
cc619602-99ed-48c6-94c4-1d3591d1d71f,compile-compcert,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/cc619602-99ed-48c6-94c4-1d3591d1d71f
f757c878-5713-43b2-a653-ab2031565ee9,compile-compcert,1,,clean,candidate_manual_review,external_fetch;git_forensics,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/f757c878-5713-43b2-a653-ab2031565ee9
3091d9ab-1f42-4613-967c-26d803fe8f21,configure-git-webserver,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/3091d9ab-1f42-4613-967c-26d803fe8f21
4edd423c-a409-44db-a1bf-49a585e57105,configure-git-webserver,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/4edd423c-a409-44db-a1bf-49a585e57105
513085c8-7758-4c99-9496-266701a96c3a,configure-git-webserver,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/513085c8-7758-4c99-9496-266701a96c3a
71b344d3-eb23-4618-bd94-40e1def8ad8c,configure-git-webserver,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/71b344d3-eb23-4618-bd94-40e1def8ad8c
b6c78005-0d91-4215-a4d0-4c566bb9a959,configure-git-webserver,1,,clean,candidate_manual_review,external_fetch,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/b6c78005-0d91-4215-a4d0-4c566bb9a959
218c2904-f4d1-4719-92f8-e5374a8de9f3,constraints-scheduling,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/218c2904-f4d1-4719-92f8-e5374a8de9f3
2a5af38a-9ef9-4082-9587-66d5c59cbedf,constraints-scheduling,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/2a5af38a-9ef9-4082-9587-66d5c59cbedf
85f7c7d3-d14c-4290-bf27-287bb88ba53f,constraints-scheduling,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/85f7c7d3-d14c-4290-bf27-287bb88ba53f
c601c1fe-4a29-4c50-9622-21e8eb088847,constraints-scheduling,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/c601c1fe-4a29-4c50-9622-21e8eb088847
d1cb5975-85eb-4495-98fd-34e9f26bda02,constraints-scheduling,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/d1cb5975-85eb-4495-98fd-34e9f26bda02
01cc64ad-c781-4881-8796-c97d464ff346,count-dataset-tokens,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/01cc64ad-c781-4881-8796-c97d464ff346
1d6cd5ff-ac3d-43f2-b914-dabd183b1823,count-dataset-tokens,1,,clean,candidate_manual_review,external_fetch;web_tool,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/1d6cd5ff-ac3d-43f2-b914-dabd183b1823
600c88c6-a235-48e8-bf21-0a89d4b4f8be,count-dataset-tokens,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/600c88c6-a235-48e8-bf21-0a89d4b4f8be
8e9e0ef3-f809-4447-81f9-728573123e68,count-dataset-tokens,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/8e9e0ef3-f809-4447-81f9-728573123e68
d8e84892-d033-4f93-af4a-32d47a182e83,count-dataset-tokens,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/d8e84892-d033-4f93-af4a-32d47a182e83
0d7f02d0-3911-4dc4-b21f-548746b3ca0d,crack-7z-hash,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/0d7f02d0-3911-4dc4-b21f-548746b3ca0d
c4924c3c-13b8-4b52-b355-4be1397cfc8f,crack-7z-hash,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/c4924c3c-13b8-4b52-b355-4be1397cfc8f
e6a1736c-842b-422d-8ded-31ceeb3805fa,crack-7z-hash,,DownloadVerifierDirError,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/e6a1736c-842b-422d-8ded-31ceeb3805fa
ee8ebb75-8a09-4e1b-86b5-2f24bd9b09fc,crack-7z-hash,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/ee8ebb75-8a09-4e1b-86b5-2f24bd9b09fc
f26e7437-7d2f-47e0-b410-7ce5c3b62435,crack-7z-hash,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/f26e7437-7d2f-47e0-b410-7ce5c3b62435
0d4254f1-ef9b-456a-b6cc-94aafa39806f,custom-memory-heap-crash,1,,clean,candidate_manual_review,benchmark_repo,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/0d4254f1-ef9b-456a-b6cc-94aafa39806f
7f0d2a77-dd7c-4b1d-9c47-12ce3d61687d,custom-memory-heap-crash,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/7f0d2a77-dd7c-4b1d-9c47-12ce3d61687d
bb82adda-c9cf-483b-9f53-6d0d2192952a,custom-memory-heap-crash,1,,clean,candidate_manual_review,benchmark_repo,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/bb82adda-c9cf-483b-9f53-6d0d2192952a
c3250c3d-c899-49ed-9dde-ed83ebe94367,custom-memory-heap-crash,1,,clean,candidate_manual_review,benchmark_repo,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/c3250c3d-c899-49ed-9dde-ed83ebe94367
f40863c9-b9e8-4970-a377-d31ef517665f,custom-memory-heap-crash,1,,clean,candidate_manual_review,benchmark_repo,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/f40863c9-b9e8-4970-a377-d31ef517665f
375e9e27-1e17-4053-8527-e9a19dc5fbbe,db-wal-recovery,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/375e9e27-1e17-4053-8527-e9a19dc5fbbe
7829904d-839a-4f66-b9e0-1af4e327b506,db-wal-recovery,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/7829904d-839a-4f66-b9e0-1af4e327b506
80505cbe-720e-4f3d-a871-4a978ba9948e,db-wal-recovery,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/80505cbe-720e-4f3d-a871-4a978ba9948e
990e7a17-962d-4389-810f-eb929df9832e,db-wal-recovery,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/990e7a17-962d-4389-810f-eb929df9832e
fcee8192-a892-4ba7-bb93-ff3027831b41,db-wal-recovery,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/fcee8192-a892-4ba7-bb93-ff3027831b41
00832a08-2630-4d16-b6b3-0321b4ddb6b0,distribution-search,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/00832a08-2630-4d16-b6b3-0321b4ddb6b0
152e8879-2f15-4d88-b978-8118f38c38a5,distribution-search,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/152e8879-2f15-4d88-b978-8118f38c38a5
23e6fd24-826c-469f-8fe8-4991b77e67a5,distribution-search,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/23e6fd24-826c-469f-8fe8-4991b77e67a5
2b4ed197-c7bc-4cea-bebb-f879dea6370d,distribution-search,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/2b4ed197-c7bc-4cea-bebb-f879dea6370d
8cbb270b-7bf2-4429-98c3-036e9493f63b,distribution-search,1,,clean,full_log_screen,,1,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/8cbb270b-7bf2-4429-98c3-036e9493f63b
0ad11b17-67d1-4ec4-8ad6-7b1283e838bb,dna-assembly,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/0ad11b17-67d1-4ec4-8ad6-7b1283e838bb
0ca3362d-ae00-4ef6-81b1-ff1accd6c2b5,dna-assembly,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/0ca3362d-ae00-4ef6-81b1-ff1accd6c2b5
1a1e5fbf-9c61-4069-a4b3-3b0cbd2ea0d6,dna-assembly,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/1a1e5fbf-9c61-4069-a4b3-3b0cbd2ea0d6
a3bfa61b-028b-42c6-9cd8-7b0ff767cd79,dna-assembly,0,,not_rewarded,not_applicable,,0,https://hub.harborframework.com/jobs/dbd5aafc-cd65-42f3-b073-657a2ebd2a7c/trials/a3bfa61b-028b-42c6-9cd8-7b0ff767cd79
